feature,value,group,dataset,layer
n3.histogram.4,0.0,complexity,glue_rte,layer_1
n3.histogram.5,0.0,complexity,glue_rte,layer_1
n3.histogram.6,0.0,complexity,glue_rte,layer_1
n3.histogram.7,0.0,complexity,glue_rte,layer_1
n3.histogram.8,0.0,complexity,glue_rte,layer_1
n3.histogram.9,0.4742971887550201,complexity,glue_rte,layer_1
n3.iq_range,1.0,complexity,glue_rte,layer_1
n3.kurtosis,-1.990213404300983,complexity,glue_rte,layer_1
n3.max,1.0,complexity,glue_rte,layer_1
n3.mean,0.4742971887550201,complexity,glue_rte,layer_1
n3.median,0.0,complexity,glue_rte,layer_1
n3.min,0.0,complexity,glue_rte,layer_1
n3.nancount,2490.0,complexity,glue_rte,layer_1
n3.nanhistogram.0,0.52570281124498,complexity,glue_rte,layer_1
n3.nanhistogram.1,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.2,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.3,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.4,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.5,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.6,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.7,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.8,0.0,complexity,glue_rte,layer_1
n3.nanhistogram.9,0.4742971887550201,complexity,glue_rte,layer_1
n3.naniq_range,1.0,complexity,glue_rte,layer_1
n3.nankurtosis,-1.990213404300983,complexity,glue_rte,layer_1
n3.nanmax,1.0,complexity,glue_rte,layer_1
n3.nanmean,0.4742971887550201,complexity,glue_rte,layer_1
n3.nanmedian,0.0,complexity,glue_rte,layer_1
n3.nanmin,0.0,complexity,glue_rte,layer_1
n3.nanpnorm,34.36568055487916,complexity,glue_rte,layer_1
n3.nanpowersum,1181.0,complexity,glue_rte,layer_1
n3.nanquantiles.0,0.0,complexity,glue_rte,layer_1
n3.nanquantiles.1,0.0,complexity,glue_rte,layer_1
n3.nanquantiles.2,0.0,complexity,glue_rte,layer_1
n3.nanquantiles.3,1.0,complexity,glue_rte,layer_1
n3.nanquantiles.4,1.0,complexity,glue_rte,layer_1
n3.nanrange,1.0,complexity,glue_rte,layer_1
n3.nansd,0.4994392275512641,complexity,glue_rte,layer_1
n3.nanskewness,0.10288534585797302,complexity,glue_rte,layer_1
n3.nansum,1181.0,complexity,glue_rte,layer_1
n3.nanvar,0.24943954201700333,complexity,glue_rte,layer_1
n3.pnorm,34.36568055487916,complexity,glue_rte,layer_1
n3.powersum,1181.0,complexity,glue_rte,layer_1
n3.quantiles.0,0.0,complexity,glue_rte,layer_1
n3.quantiles.1,0.0,complexity,glue_rte,layer_1
n3.quantiles.2,0.0,complexity,glue_rte,layer_1
n3.quantiles.3,1.0,complexity,glue_rte,layer_1
n3.quantiles.4,1.0,complexity,glue_rte,layer_1
n3.range,1.0,complexity,glue_rte,layer_1
n3.sd,0.4994392275512641,complexity,glue_rte,layer_1
n3.skewness,0.10288534585797302,complexity,glue_rte,layer_1
n3.sum,1181.0,complexity,glue_rte,layer_1
n3.var,0.24943954201700333,complexity,glue_rte,layer_1
n4.count,2490.0,complexity,glue_rte,layer_1
n4.histogram.0,0.7389558232931727,complexity,glue_rte,layer_1
n4.histogram.1,0.0,complexity,glue_rte,layer_1
n4.histogram.2,0.0,complexity,glue_rte,layer_1
n4.histogram.3,0.0,complexity,glue_rte,layer_1
n4.histogram.4,0.0,complexity,glue_rte,layer_1
n4.histogram.5,0.0,complexity,glue_rte,layer_1
n4.histogram.6,0.0,complexity,glue_rte,layer_1
n4.histogram.7,0.0,complexity,glue_rte,layer_1
n4.histogram.8,0.0,complexity,glue_rte,layer_1
n4.histogram.9,0.26104417670682734,complexity,glue_rte,layer_1
n4.iq_range,1.0,complexity,glue_rte,layer_1
n4.kurtosis,-0.81772378845276,complexity,glue_rte,layer_1
n4.max,1.0,complexity,glue_rte,layer_1
n4.mean,0.26104417670682734,complexity,glue_rte,layer_1
n4.median,0.0,complexity,glue_rte,layer_1
n4.min,0.0,complexity,glue_rte,layer_1
n4.nancount,2490.0,complexity,glue_rte,layer_1
n4.nanhistogram.0,0.7389558232931727,complexity,glue_rte,layer_1
n4.nanhistogram.1,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.2,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.3,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.4,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.5,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.6,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.7,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.8,0.0,complexity,glue_rte,layer_1
n4.nanhistogram.9,0.26104417670682734,complexity,glue_rte,layer_1
n4.naniq_range,1.0,complexity,glue_rte,layer_1
n4.nankurtosis,-0.81772378845276,complexity,glue_rte,layer_1
n4.nanmax,1.0,complexity,glue_rte,layer_1
n4.nanmean,0.26104417670682734,complexity,glue_rte,layer_1
n4.nanmedian,0.0,complexity,glue_rte,layer_1
n4.nanmin,0.0,complexity,glue_rte,layer_1
n4.nanpnorm,25.495097567963924,complexity,glue_rte,layer_1
n4.nanpowersum,650.0,complexity,glue_rte,layer_1
n4.nanquantiles.0,0.0,complexity,glue_rte,layer_1
n4.nanquantiles.1,0.0,complexity,glue_rte,layer_1
n4.nanquantiles.2,0.0,complexity,glue_rte,layer_1
n4.nanquantiles.3,1.0,complexity,glue_rte,layer_1
n4.nanquantiles.4,1.0,complexity,glue_rte,layer_1
n4.nanrange,1.0,complexity,glue_rte,layer_1
n4.nansd,0.43929217562427586,complexity,glue_rte,layer_1
n4.nanskewness,1.0874760369206962,complexity,glue_rte,layer_1
n4.nansum,650.0,complexity,glue_rte,layer_1
n4.nanvar,0.19297761556470963,complexity,glue_rte,layer_1
n4.pnorm,25.495097567963924,complexity,glue_rte,layer_1
n4.powersum,650.0,complexity,glue_rte,layer_1
n4.quantiles.0,0.0,complexity,glue_rte,layer_1
n4.quantiles.1,0.0,complexity,glue_rte,layer_1
n4.quantiles.2,0.0,complexity,glue_rte,layer_1
n4.quantiles.3,1.0,complexity,glue_rte,layer_1
n4.quantiles.4,1.0,complexity,glue_rte,layer_1
n4.range,1.0,complexity,glue_rte,layer_1
n4.sd,0.43929217562427586,complexity,glue_rte,layer_1
n4.skewness,1.0874760369206962,complexity,glue_rte,layer_1
n4.sum,650.0,complexity,glue_rte,layer_1
n4.var,0.19297761556470963,complexity,glue_rte,layer_1
t1,0.9771084337349397,complexity,glue_rte,layer_1
t2,0.30843373493975906,complexity,glue_rte,layer_1
t3,0.07991967871485944,complexity,glue_rte,layer_1
t4,0.2591145833333333,complexity,glue_rte,layer_1
one_itemset.count,9984.0,itemset,glue_rte,layer_1
one_itemset.histogram.0,0.0006009615384615385,itemset,glue_rte,layer_1
one_itemset.histogram.1,0.0,itemset,glue_rte,layer_1
one_itemset.histogram.2,0.0,itemset,glue_rte,layer_1
one_itemset.histogram.3,0.4609375,itemset,glue_rte,layer_1
one_itemset.histogram.4,0.0,itemset,glue_rte,layer_1
one_itemset.histogram.5,0.0,itemset,glue_rte,layer_1
one_itemset.histogram.6,0.5378605769230769,itemset,glue_rte,layer_1
one_itemset.histogram.7,0.0,itemset,glue_rte,layer_1
one_itemset.histogram.8,0.0,itemset,glue_rte,layer_1
one_itemset.histogram.9,0.0006009615384615385,itemset,glue_rte,layer_1
one_itemset.iq_range,0.000401606425702819,itemset,glue_rte,layer_1
one_itemset.kurtosis,-1.900147533029405,itemset,glue_rte,layer_1
one_itemset.max,0.07751004016064257,itemset,glue_rte,layer_1
one_itemset.mean,0.07692307692307694,itemset,glue_rte,layer_1
one_itemset.median,0.07710843373493977,itemset,glue_rte,layer_1
one_itemset.min,0.07630522088353414,itemset,glue_rte,layer_1
one_itemset.nancount,9984.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.0,0.0006009615384615385,itemset,glue_rte,layer_1
one_itemset.nanhistogram.1,0.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.2,0.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.3,0.4609375,itemset,glue_rte,layer_1
one_itemset.nanhistogram.4,0.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.5,0.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.6,0.5378605769230769,itemset,glue_rte,layer_1
one_itemset.nanhistogram.7,0.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.8,0.0,itemset,glue_rte,layer_1
one_itemset.nanhistogram.9,0.0006009615384615385,itemset,glue_rte,layer_1
one_itemset.naniq_range,0.000401606425702819,itemset,glue_rte,layer_1
one_itemset.nankurtosis,-1.900147533029405,itemset,glue_rte,layer_1
one_itemset.nanmax,0.07751004016064257,itemset,glue_rte,layer_1
one_itemset.nanmean,0.07692307692307694,itemset,glue_rte,layer_1
one_itemset.nanmedian,0.07710843373493977,itemset,glue_rte,layer_1
one_itemset.nanmin,0.07630522088353414,itemset,glue_rte,layer_1
one_itemset.nanpnorm,7.686177667728288,itemset,glue_rte,layer_1
one_itemset.nanpowersum,59.077327139884844,itemset,glue_rte,layer_1
one_itemset.nanquantiles.0,0.07630522088353414,itemset,glue_rte,layer_1
one_itemset.nanquantiles.1,0.07670682730923695,itemset,glue_rte,layer_1
one_itemset.nanquantiles.2,0.07710843373493977,itemset,glue_rte,layer_1
one_itemset.nanquantiles.3,0.07710843373493977,itemset,glue_rte,layer_1
one_itemset.nanquantiles.4,0.07751004016064257,itemset,glue_rte,layer_1
one_itemset.nanrange,0.0012048192771084293,itemset,glue_rte,layer_1
one_itemset.nansd,0.00020118425349145965,itemset,glue_rte,layer_1
one_itemset.nanskewness,-0.15427484122032553,itemset,glue_rte,layer_1
one_itemset.nansum,768.0000000000001,itemset,glue_rte,layer_1
one_itemset.nanvar,4.0475103852915895e-08,itemset,glue_rte,layer_1
one_itemset.pnorm,7.686177667728288,itemset,glue_rte,layer_1
one_itemset.powersum,59.077327139884844,itemset,glue_rte,layer_1
one_itemset.quantiles.0,0.07630522088353414,itemset,glue_rte,layer_1
one_itemset.quantiles.1,0.07670682730923695,itemset,glue_rte,layer_1
one_itemset.quantiles.2,0.07710843373493977,itemset,glue_rte,layer_1
one_itemset.quantiles.3,0.07710843373493977,itemset,glue_rte,layer_1
one_itemset.quantiles.4,0.07751004016064257,itemset,glue_rte,layer_1
one_itemset.range,0.0012048192771084293,itemset,glue_rte,layer_1
one_itemset.sd,0.00020118425349145965,itemset,glue_rte,layer_1
one_itemset.skewness,-0.15427484122032553,itemset,glue_rte,layer_1
one_itemset.sum,768.0000000000001,itemset,glue_rte,layer_1
one_itemset.var,4.0475103852915895e-08,itemset,glue_rte,layer_1
two_itemset.count,49775232.0,itemset,glue_rte,layer_1
two_itemset.histogram.0,4.018062638060632e-08,itemset,glue_rte,layer_1
two_itemset.histogram.1,2.009031319030316e-08,itemset,glue_rte,layer_1
two_itemset.histogram.2,1.2054187914181897e-07,itemset,glue_rte,layer_1
two_itemset.histogram.3,2.2902957036945603e-06,itemset,glue_rte,layer_1
two_itemset.histogram.4,2.535397524616259e-05,itemset,glue_rte,layer_1
two_itemset.histogram.5,0.00016474056816048591,itemset,glue_rte,layer_1
two_itemset.histogram.6,0.0008389915691402503,itemset,glue_rte,layer_1
two_itemset.histogram.7,0.006309061502716853,itemset,glue_rte,layer_1
two_itemset.histogram.8,0.46907287142328136,itemset,glue_rte,layer_1
two_itemset.histogram.9,0.5235865098529324,itemset,glue_rte,layer_1
two_itemset.iq_range,0.004819277108433717,itemset,glue_rte,layer_1
two_itemset.kurtosis,6.7865952344651745,itemset,glue_rte,layer_1
two_itemset.max,0.15461847389558234,itemset,glue_rte,layer_1
two_itemset.mean,0.14201183431952663,itemset,glue_rte,layer_1
two_itemset.median,0.14216867469879518,itemset,glue_rte,layer_1
two_itemset.min,0.028112449799196786,itemset,glue_rte,layer_1
two_itemset.nancount,49775232.0,itemset,glue_rte,layer_1
two_itemset.nanhistogram.0,4.018062638060632e-08,itemset,glue_rte,layer_1
two_itemset.nanhistogram.1,2.009031319030316e-08,itemset,glue_rte,layer_1
two_itemset.nanhistogram.2,1.2054187914181897e-07,itemset,glue_rte,layer_1
two_itemset.nanhistogram.3,2.2902957036945603e-06,itemset,glue_rte,layer_1
two_itemset.nanhistogram.4,2.535397524616259e-05,itemset,glue_rte,layer_1
two_itemset.nanhistogram.5,0.00016474056816048591,itemset,glue_rte,layer_1
two_itemset.nanhistogram.6,0.0008389915691402503,itemset,glue_rte,layer_1
two_itemset.nanhistogram.7,0.006309061502716853,itemset,glue_rte,layer_1
two_itemset.nanhistogram.8,0.46907287142328136,itemset,glue_rte,layer_1
two_itemset.nanhistogram.9,0.5235865098529324,itemset,glue_rte,layer_1
two_itemset.naniq_range,0.004819277108433717,itemset,glue_rte,layer_1
two_itemset.nankurtosis,6.7865952344651745,itemset,glue_rte,layer_1
two_itemset.nanmax,0.15461847389558234,itemset,glue_rte,layer_1
two_itemset.nanmean,0.14201183431952663,itemset,glue_rte,layer_1
two_itemset.nanmedian,0.14216867469879518,itemset,glue_rte,layer_1
two_itemset.nanmin,0.028112449799196786,itemset,glue_rte,layer_1
two_itemset.nanpnorm,1002.3428935489009,itemset,glue_rte,layer_1
two_itemset.nanpowersum,1004691.2762478024,itemset,glue_rte,layer_1
two_itemset.nanquantiles.0,0.028112449799196786,itemset,glue_rte,layer_1
two_itemset.nanquantiles.1,0.13975903614457832,itemset,glue_rte,layer_1
two_itemset.nanquantiles.2,0.14216867469879518,itemset,glue_rte,layer_1
two_itemset.nanquantiles.3,0.14457831325301204,itemset,glue_rte,layer_1
two_itemset.nanquantiles.4,0.15461847389558234,itemset,glue_rte,layer_1
two_itemset.nanrange,0.12650602409638556,itemset,glue_rte,layer_1
two_itemset.nansd,0.004147446555730619,itemset,glue_rte,layer_1
two_itemset.nanskewness,-1.0135445569297026,itemset,glue_rte,layer_1
two_itemset.nansum,7068672.0,itemset,glue_rte,layer_1
two_itemset.nanvar,1.7201312932641775e-05,itemset,glue_rte,layer_1
two_itemset.pnorm,1002.3428935489009,itemset,glue_rte,layer_1
two_itemset.powersum,1004691.2762478024,itemset,glue_rte,layer_1
two_itemset.quantiles.0,0.028112449799196786,itemset,glue_rte,layer_1
two_itemset.quantiles.1,0.13975903614457832,itemset,glue_rte,layer_1
two_itemset.quantiles.2,0.14216867469879518,itemset,glue_rte,layer_1
two_itemset.quantiles.3,0.14457831325301204,itemset,glue_rte,layer_1
two_itemset.quantiles.4,0.15461847389558234,itemset,glue_rte,layer_1
two_itemset.range,0.12650602409638556,itemset,glue_rte,layer_1
two_itemset.sd,0.004147446555730619,itemset,glue_rte,layer_1
two_itemset.skewness,-1.0135445569297026,itemset,glue_rte,layer_1
two_itemset.sum,7068672.0,itemset,glue_rte,layer_1
two_itemset.var,1.7201312932641775e-05,itemset,glue_rte,layer_1
cohesiveness.count,2490.0,concept,glue_rte,layer_1
cohesiveness.histogram.0,0.004417670682730923,concept,glue_rte,layer_1
cohesiveness.histogram.1,0.01325301204819277,concept,glue_rte,layer_1
cohesiveness.histogram.2,0.03895582329317269,concept,glue_rte,layer_1
cohesiveness.histogram.3,0.10401606425702811,concept,glue_rte,layer_1
cohesiveness.histogram.4,0.18714859437751005,concept,glue_rte,layer_1
cohesiveness.histogram.5,0.27590361445783135,concept,glue_rte,layer_1
cohesiveness.histogram.6,0.21606425702811244,concept,glue_rte,layer_1
cohesiveness.histogram.7,0.11566265060240964,concept,glue_rte,layer_1
cohesiveness.histogram.8,0.0393574297188755,concept,glue_rte,layer_1
cohesiveness.histogram.9,0.005220883534136547,concept,glue_rte,layer_1
cohesiveness.iq_range,13.92578125,concept,glue_rte,layer_1
cohesiveness.kurtosis,0.14075525039458814,concept,glue_rte,layer_1
cohesiveness.max,78.4453125,concept,glue_rte,layer_1
cohesiveness.mean,45.44427553965863,concept,glue_rte,layer_1
cohesiveness.median,45.950927734375,concept,glue_rte,layer_1
cohesiveness.min,5.08984375,concept,glue_rte,layer_1
cohesiveness.nancount,2490.0,concept,glue_rte,layer_1
cohesiveness.nanhistogram.0,0.004417670682730923,concept,glue_rte,layer_1
cohesiveness.nanhistogram.1,0.01325301204819277,concept,glue_rte,layer_1
cohesiveness.nanhistogram.2,0.03895582329317269,concept,glue_rte,layer_1
cohesiveness.nanhistogram.3,0.10401606425702811,concept,glue_rte,layer_1
cohesiveness.nanhistogram.4,0.18714859437751005,concept,glue_rte,layer_1
cohesiveness.nanhistogram.5,0.27590361445783135,concept,glue_rte,layer_1
cohesiveness.nanhistogram.6,0.21606425702811244,concept,glue_rte,layer_1
cohesiveness.nanhistogram.7,0.11566265060240964,concept,glue_rte,layer_1
cohesiveness.nanhistogram.8,0.0393574297188755,concept,glue_rte,layer_1
cohesiveness.nanhistogram.9,0.005220883534136547,concept,glue_rte,layer_1
cohesiveness.naniq_range,13.92578125,concept,glue_rte,layer_1
cohesiveness.nankurtosis,0.14075525039458814,concept,glue_rte,layer_1
cohesiveness.nanmax,78.4453125,concept,glue_rte,layer_1
cohesiveness.nanmean,45.44427553965863,concept,glue_rte,layer_1
cohesiveness.nanmedian,45.950927734375,concept,glue_rte,layer_1
cohesiveness.nanmin,5.08984375,concept,glue_rte,layer_1
cohesiveness.nanpnorm,2335.0657555042408,concept,glue_rte,layer_1
cohesiveness.nanpowersum,5452532.082528591,concept,glue_rte,layer_1
cohesiveness.nanquantiles.0,5.08984375,concept,glue_rte,layer_1
cohesiveness.nanquantiles.1,38.751953125,concept,glue_rte,layer_1
cohesiveness.nanquantiles.2,45.950927734375,concept,glue_rte,layer_1
cohesiveness.nanquantiles.3,52.677734375,concept,glue_rte,layer_1
cohesiveness.nanquantiles.4,78.4453125,concept,glue_rte,layer_1
cohesiveness.nanrange,73.35546875,concept,glue_rte,layer_1
cohesiveness.nansd,11.164219521013411,concept,glue_rte,layer_1
cohesiveness.nanskewness,-0.2551578104885712,concept,glue_rte,layer_1
cohesiveness.nansum,113156.24609375,concept,glue_rte,layer_1
cohesiveness.nanvar,124.63979751337692,concept,glue_rte,layer_1
cohesiveness.pnorm,2335.0657555042408,concept,glue_rte,layer_1
cohesiveness.powersum,5452532.082528591,concept,glue_rte,layer_1
cohesiveness.quantiles.0,5.08984375,concept,glue_rte,layer_1
cohesiveness.quantiles.1,38.751953125,concept,glue_rte,layer_1
cohesiveness.quantiles.2,45.950927734375,concept,glue_rte,layer_1
cohesiveness.quantiles.3,52.677734375,concept,glue_rte,layer_1
cohesiveness.quantiles.4,78.4453125,concept,glue_rte,layer_1
cohesiveness.range,73.35546875,concept,glue_rte,layer_1
cohesiveness.sd,11.164219521013411,concept,glue_rte,layer_1
cohesiveness.skewness,-0.2551578104885712,concept,glue_rte,layer_1
cohesiveness.sum,113156.24609375,concept,glue_rte,layer_1
cohesiveness.var,124.63979751337692,concept,glue_rte,layer_1
conceptvar.count,2490.0,concept,glue_rte,layer_1
conceptvar.histogram.0,0.03132530120481928,concept,glue_rte,layer_1
conceptvar.histogram.1,0.17389558232931726,concept,glue_rte,layer_1
conceptvar.histogram.2,0.21405622489959839,concept,glue_rte,layer_1
conceptvar.histogram.3,0.07751004016064257,concept,glue_rte,layer_1
conceptvar.histogram.4,0.004819277108433735,concept,glue_rte,layer_1
conceptvar.histogram.5,0.004016064257028112,concept,glue_rte,layer_1
conceptvar.histogram.6,0.07751004016064257,concept,glue_rte,layer_1
conceptvar.histogram.7,0.21044176706827308,concept,glue_rte,layer_1
conceptvar.histogram.8,0.16586345381526105,concept,glue_rte,layer_1
conceptvar.histogram.9,0.040562248995983936,concept,glue_rte,layer_1
conceptvar.iq_range,0.0025877200097366715,concept,glue_rte,layer_1
conceptvar.kurtosis,-1.712563792826463,concept,glue_rte,layer_1
conceptvar.max,0.5024756718538212,concept,glue_rte,layer_1
conceptvar.mean,0.5001774777252298,concept,glue_rte,layer_1
conceptvar.median,0.4999218271442816,concept,glue_rte,layer_1
conceptvar.min,0.49788726768756875,concept,glue_rte,layer_1
conceptvar.nancount,2490.0,concept,glue_rte,layer_1
conceptvar.nanhistogram.0,0.03132530120481928,concept,glue_rte,layer_1
conceptvar.nanhistogram.1,0.17389558232931726,concept,glue_rte,layer_1
conceptvar.nanhistogram.2,0.21405622489959839,concept,glue_rte,layer_1
conceptvar.nanhistogram.3,0.07751004016064257,concept,glue_rte,layer_1
conceptvar.nanhistogram.4,0.004819277108433735,concept,glue_rte,layer_1
conceptvar.nanhistogram.5,0.004016064257028112,concept,glue_rte,layer_1
conceptvar.nanhistogram.6,0.07751004016064257,concept,glue_rte,layer_1
conceptvar.nanhistogram.7,0.21044176706827308,concept,glue_rte,layer_1
conceptvar.nanhistogram.8,0.16586345381526105,concept,glue_rte,layer_1
conceptvar.nanhistogram.9,0.040562248995983936,concept,glue_rte,layer_1
conceptvar.naniq_range,0.0025877200097366715,concept,glue_rte,layer_1
conceptvar.nankurtosis,-1.712563792826463,concept,glue_rte,layer_1
conceptvar.nanmax,0.5024756718538212,concept,glue_rte,layer_1
conceptvar.nanmean,0.5001774777252298,concept,glue_rte,layer_1
conceptvar.nanmedian,0.4999218271442816,concept,glue_rte,layer_1
conceptvar.nanmin,0.49788726768756875,concept,glue_rte,layer_1
conceptvar.nanpnorm,24.9588960852189,concept,glue_rte,layer_1
conceptvar.nanpowersum,622.9464937927555,concept,glue_rte,layer_1
conceptvar.nanquantiles.0,0.49788726768756875,concept,glue_rte,layer_1
conceptvar.nanquantiles.1,0.4988815517813194,concept,glue_rte,layer_1
conceptvar.nanquantiles.2,0.4999218271442816,concept,glue_rte,layer_1
conceptvar.nanquantiles.3,0.501469271791056,concept,glue_rte,layer_1
conceptvar.nanquantiles.4,0.5024756718538212,concept,glue_rte,layer_1
conceptvar.nanrange,0.004588404166252502,concept,glue_rte,layer_1
conceptvar.nansd,0.0013439784399861014,concept,glue_rte,layer_1
conceptvar.nanskewness,0.011872033663656235,concept,glue_rte,layer_1
conceptvar.nansum,1245.4419195358223,concept,glue_rte,layer_1
conceptvar.nanvar,1.8062780471474746e-06,concept,glue_rte,layer_1
conceptvar.pnorm,24.9588960852189,concept,glue_rte,layer_1
conceptvar.powersum,622.9464937927555,concept,glue_rte,layer_1
conceptvar.quantiles.0,0.49788726768756875,concept,glue_rte,layer_1
conceptvar.quantiles.1,0.4988815517813194,concept,glue_rte,layer_1
conceptvar.quantiles.2,0.4999218271442816,concept,glue_rte,layer_1
conceptvar.quantiles.3,0.501469271791056,concept,glue_rte,layer_1
conceptvar.quantiles.4,0.5024756718538212,concept,glue_rte,layer_1
conceptvar.range,0.004588404166252502,concept,glue_rte,layer_1
conceptvar.sd,0.0013439784399861014,concept,glue_rte,layer_1
conceptvar.skewness,0.011872033663656235,concept,glue_rte,layer_1
conceptvar.sum,1245.4419195358223,concept,glue_rte,layer_1
conceptvar.var,1.8062780471474746e-06,concept,glue_rte,layer_1
impconceptvar.count,2490.0,concept,glue_rte,layer_1
impconceptvar.histogram.0,0.004016064257028112,concept,glue_rte,layer_1
impconceptvar.histogram.1,0.01285140562248996,concept,glue_rte,layer_1
impconceptvar.histogram.2,0.03654618473895582,concept,glue_rte,layer_1
impconceptvar.histogram.3,0.1,concept,glue_rte,layer_1
impconceptvar.histogram.4,0.18072289156626506,concept,glue_rte,layer_1
impconceptvar.histogram.5,0.2755020080321285,concept,glue_rte,layer_1
impconceptvar.histogram.6,0.22088353413654618,concept,glue_rte,layer_1
impconceptvar.histogram.7,0.11887550200803212,concept,glue_rte,layer_1
impconceptvar.histogram.8,0.043373493975903614,concept,glue_rte,layer_1
impconceptvar.histogram.9,0.007228915662650603,concept,glue_rte,layer_1
impconceptvar.iq_range,7.013671875,concept,glue_rte,layer_1
impconceptvar.kurtosis,0.13576825635965362,concept,glue_rte,layer_1
impconceptvar.max,38.890625,concept,glue_rte,layer_1
impconceptvar.mean,22.71831544929719,concept,glue_rte,layer_1
impconceptvar.median,22.96826171875,concept,glue_rte,layer_1
impconceptvar.min,2.4873046875,concept,glue_rte,layer_1
impconceptvar.nancount,2490.0,concept,glue_rte,layer_1
impconceptvar.nanhistogram.0,0.004016064257028112,concept,glue_rte,layer_1
impconceptvar.nanhistogram.1,0.01285140562248996,concept,glue_rte,layer_1
impconceptvar.nanhistogram.2,0.03654618473895582,concept,glue_rte,layer_1
impconceptvar.nanhistogram.3,0.1,concept,glue_rte,layer_1
impconceptvar.nanhistogram.4,0.18072289156626506,concept,glue_rte,layer_1
impconceptvar.nanhistogram.5,0.2755020080321285,concept,glue_rte,layer_1
impconceptvar.nanhistogram.6,0.22088353413654618,concept,glue_rte,layer_1
impconceptvar.nanhistogram.7,0.11887550200803212,concept,glue_rte,layer_1
impconceptvar.nanhistogram.8,0.043373493975903614,concept,glue_rte,layer_1
impconceptvar.nanhistogram.9,0.007228915662650603,concept,glue_rte,layer_1
impconceptvar.naniq_range,7.013671875,concept,glue_rte,layer_1
impconceptvar.nankurtosis,0.13576825635965362,concept,glue_rte,layer_1
impconceptvar.nanmax,38.890625,concept,glue_rte,layer_1
impconceptvar.nanmean,22.71831544929719,concept,glue_rte,layer_1
impconceptvar.nanmedian,22.96826171875,concept,glue_rte,layer_1
impconceptvar.nanmin,2.4873046875,concept,glue_rte,layer_1
impconceptvar.nanpnorm,1167.373453761538,concept,glue_rte,layer_1
impconceptvar.nanpowersum,1362760.780547142,concept,glue_rte,layer_1
impconceptvar.nanquantiles.0,2.4873046875,concept,glue_rte,layer_1
impconceptvar.nanquantiles.1,19.29296875,concept,glue_rte,layer_1
impconceptvar.nanquantiles.2,22.96826171875,concept,glue_rte,layer_1
impconceptvar.nanquantiles.3,26.306640625,concept,glue_rte,layer_1
impconceptvar.nanquantiles.4,38.890625,concept,glue_rte,layer_1
impconceptvar.nanrange,36.4033203125,concept,glue_rte,layer_1
impconceptvar.nansd,5.584277309194712,concept,glue_rte,layer_1
impconceptvar.nanskewness,-0.2500494800896818,concept,glue_rte,layer_1
impconceptvar.nansum,56568.60546875,concept,glue_rte,layer_1
impconceptvar.nanvar,31.18415306598693,concept,glue_rte,layer_1
impconceptvar.pnorm,1167.373453761538,concept,glue_rte,layer_1
impconceptvar.powersum,1362760.780547142,concept,glue_rte,layer_1
impconceptvar.quantiles.0,2.4873046875,concept,glue_rte,layer_1
impconceptvar.quantiles.1,19.29296875,concept,glue_rte,layer_1
impconceptvar.quantiles.2,22.96826171875,concept,glue_rte,layer_1
impconceptvar.quantiles.3,26.306640625,concept,glue_rte,layer_1
impconceptvar.quantiles.4,38.890625,concept,glue_rte,layer_1
impconceptvar.range,36.4033203125,concept,glue_rte,layer_1
impconceptvar.sd,5.584277309194712,concept,glue_rte,layer_1
impconceptvar.skewness,-0.2500494800896818,concept,glue_rte,layer_1
impconceptvar.sum,56568.60546875,concept,glue_rte,layer_1
impconceptvar.var,31.18415306598693,concept,glue_rte,layer_1
wg_dist.count,2490.0,concept,glue_rte,layer_1
wg_dist.histogram.0,0.11285140562248996,concept,glue_rte,layer_1
wg_dist.histogram.1,0.37309236947791163,concept,glue_rte,layer_1
wg_dist.histogram.2,0.3353413654618474,concept,glue_rte,layer_1
wg_dist.histogram.3,0.12449799196787148,concept,glue_rte,layer_1
wg_dist.histogram.4,0.03614457831325301,concept,glue_rte,layer_1
wg_dist.histogram.5,0.010441767068273093,concept,glue_rte,layer_1
wg_dist.histogram.6,0.004417670682730923,concept,glue_rte,layer_1
wg_dist.histogram.7,0.001606425702811245,concept,glue_rte,layer_1
wg_dist.histogram.8,0.0008032128514056225,concept,glue_rte,layer_1
wg_dist.histogram.9,0.0008032128514056225,concept,glue_rte,layer_1
