feature,value,group,dataset,layer
kurtosis.histogram.9,,statistical,glue_rte,embeddings
kurtosis.iq_range,,statistical,glue_rte,embeddings
kurtosis.kurtosis,,statistical,glue_rte,embeddings
kurtosis.max,,statistical,glue_rte,embeddings
kurtosis.mean,,statistical,glue_rte,embeddings
kurtosis.median,,statistical,glue_rte,embeddings
kurtosis.min,,statistical,glue_rte,embeddings
kurtosis.nancount,0.0,statistical,glue_rte,embeddings
kurtosis.nanhistogram.0,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.1,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.2,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.3,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.4,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.5,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.6,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.7,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.8,,statistical,glue_rte,embeddings
kurtosis.nanhistogram.9,,statistical,glue_rte,embeddings
kurtosis.naniq_range,,statistical,glue_rte,embeddings
kurtosis.nankurtosis,,statistical,glue_rte,embeddings
kurtosis.nanmax,,statistical,glue_rte,embeddings
kurtosis.nanmean,,statistical,glue_rte,embeddings
kurtosis.nanmedian,,statistical,glue_rte,embeddings
kurtosis.nanmin,,statistical,glue_rte,embeddings
kurtosis.nanpnorm,,statistical,glue_rte,embeddings
kurtosis.nanpowersum,,statistical,glue_rte,embeddings
kurtosis.nanquantiles.0,,statistical,glue_rte,embeddings
kurtosis.nanquantiles.1,,statistical,glue_rte,embeddings
kurtosis.nanquantiles.2,,statistical,glue_rte,embeddings
kurtosis.nanquantiles.3,,statistical,glue_rte,embeddings
kurtosis.nanquantiles.4,,statistical,glue_rte,embeddings
kurtosis.nanrange,,statistical,glue_rte,embeddings
kurtosis.nansd,,statistical,glue_rte,embeddings
kurtosis.nanskewness,,statistical,glue_rte,embeddings
kurtosis.nansum,,statistical,glue_rte,embeddings
kurtosis.nanvar,,statistical,glue_rte,embeddings
kurtosis.pnorm,,statistical,glue_rte,embeddings
kurtosis.powersum,,statistical,glue_rte,embeddings
kurtosis.quantiles.0,,statistical,glue_rte,embeddings
kurtosis.quantiles.1,,statistical,glue_rte,embeddings
kurtosis.quantiles.2,,statistical,glue_rte,embeddings
kurtosis.quantiles.3,,statistical,glue_rte,embeddings
kurtosis.quantiles.4,,statistical,glue_rte,embeddings
kurtosis.range,,statistical,glue_rte,embeddings
kurtosis.sd,,statistical,glue_rte,embeddings
kurtosis.skewness,,statistical,glue_rte,embeddings
kurtosis.sum,,statistical,glue_rte,embeddings
kurtosis.var,,statistical,glue_rte,embeddings
lh_trace,,statistical,glue_rte,embeddings
mad.count,768.0,statistical,glue_rte,embeddings
mad.histogram.0,0.0,statistical,glue_rte,embeddings
mad.histogram.1,0.0,statistical,glue_rte,embeddings
mad.histogram.2,0.0,statistical,glue_rte,embeddings
mad.histogram.3,0.0,statistical,glue_rte,embeddings
mad.histogram.4,0.0,statistical,glue_rte,embeddings
mad.histogram.5,1.0,statistical,glue_rte,embeddings
mad.histogram.6,0.0,statistical,glue_rte,embeddings
mad.histogram.7,0.0,statistical,glue_rte,embeddings
mad.histogram.8,0.0,statistical,glue_rte,embeddings
mad.histogram.9,0.0,statistical,glue_rte,embeddings
mad.iq_range,0.0,statistical,glue_rte,embeddings
mad.kurtosis,,statistical,glue_rte,embeddings
mad.max,0.0,statistical,glue_rte,embeddings
mad.mean,0.0,statistical,glue_rte,embeddings
mad.median,0.0,statistical,glue_rte,embeddings
mad.min,0.0,statistical,glue_rte,embeddings
mad.nancount,768.0,statistical,glue_rte,embeddings
mad.nanhistogram.0,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.1,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.2,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.3,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.4,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.5,1.0,statistical,glue_rte,embeddings
mad.nanhistogram.6,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.7,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.8,0.0,statistical,glue_rte,embeddings
mad.nanhistogram.9,0.0,statistical,glue_rte,embeddings
mad.naniq_range,0.0,statistical,glue_rte,embeddings
mad.nankurtosis,,statistical,glue_rte,embeddings
mad.nanmax,0.0,statistical,glue_rte,embeddings
mad.nanmean,0.0,statistical,glue_rte,embeddings
mad.nanmedian,0.0,statistical,glue_rte,embeddings
mad.nanmin,0.0,statistical,glue_rte,embeddings
mad.nanpnorm,0.0,statistical,glue_rte,embeddings
mad.nanpowersum,0.0,statistical,glue_rte,embeddings
mad.nanquantiles.0,0.0,statistical,glue_rte,embeddings
mad.nanquantiles.1,0.0,statistical,glue_rte,embeddings
mad.nanquantiles.2,0.0,statistical,glue_rte,embeddings
mad.nanquantiles.3,0.0,statistical,glue_rte,embeddings
mad.nanquantiles.4,0.0,statistical,glue_rte,embeddings
mad.nanrange,0.0,statistical,glue_rte,embeddings
mad.nansd,0.0,statistical,glue_rte,embeddings
mad.nanskewness,,statistical,glue_rte,embeddings
mad.nansum,0.0,statistical,glue_rte,embeddings
mad.nanvar,0.0,statistical,glue_rte,embeddings
mad.pnorm,0.0,statistical,glue_rte,embeddings
mad.powersum,0.0,statistical,glue_rte,embeddings
mad.quantiles.0,0.0,statistical,glue_rte,embeddings
mad.quantiles.1,0.0,statistical,glue_rte,embeddings
mad.quantiles.2,0.0,statistical,glue_rte,embeddings
mad.quantiles.3,0.0,statistical,glue_rte,embeddings
mad.quantiles.4,0.0,statistical,glue_rte,embeddings
mad.range,0.0,statistical,glue_rte,embeddings
mad.sd,0.0,statistical,glue_rte,embeddings
mad.skewness,,statistical,glue_rte,embeddings
mad.sum,0.0,statistical,glue_rte,embeddings
mad.var,0.0,statistical,glue_rte,embeddings
max.count,0.0,statistical,glue_rte,embeddings
max.histogram.0,,statistical,glue_rte,embeddings
max.histogram.1,,statistical,glue_rte,embeddings
max.histogram.2,,statistical,glue_rte,embeddings
max.histogram.3,,statistical,glue_rte,embeddings
max.histogram.4,,statistical,glue_rte,embeddings
max.histogram.5,,statistical,glue_rte,embeddings
max.histogram.6,,statistical,glue_rte,embeddings
max.histogram.7,,statistical,glue_rte,embeddings
max.histogram.8,,statistical,glue_rte,embeddings
max.histogram.9,,statistical,glue_rte,embeddings
max.iq_range,,statistical,glue_rte,embeddings
max.kurtosis,,statistical,glue_rte,embeddings
max.max,,statistical,glue_rte,embeddings
max.mean,,statistical,glue_rte,embeddings
max.median,,statistical,glue_rte,embeddings
max.min,,statistical,glue_rte,embeddings
max.nancount,0.0,statistical,glue_rte,embeddings
max.nanhistogram.0,,statistical,glue_rte,embeddings
max.nanhistogram.1,,statistical,glue_rte,embeddings
max.nanhistogram.2,,statistical,glue_rte,embeddings
max.nanhistogram.3,,statistical,glue_rte,embeddings
max.nanhistogram.4,,statistical,glue_rte,embeddings
max.nanhistogram.5,,statistical,glue_rte,embeddings
max.nanhistogram.6,,statistical,glue_rte,embeddings
max.nanhistogram.7,,statistical,glue_rte,embeddings
max.nanhistogram.8,,statistical,glue_rte,embeddings
max.nanhistogram.9,,statistical,glue_rte,embeddings
max.naniq_range,,statistical,glue_rte,embeddings
max.nankurtosis,,statistical,glue_rte,embeddings
max.nanmax,,statistical,glue_rte,embeddings
max.nanmean,,statistical,glue_rte,embeddings
max.nanmedian,,statistical,glue_rte,embeddings
max.nanmin,,statistical,glue_rte,embeddings
max.nanpnorm,,statistical,glue_rte,embeddings
max.nanpowersum,,statistical,glue_rte,embeddings
max.nanquantiles.0,,statistical,glue_rte,embeddings
max.nanquantiles.1,,statistical,glue_rte,embeddings
max.nanquantiles.2,,statistical,glue_rte,embeddings
max.nanquantiles.3,,statistical,glue_rte,embeddings
max.nanquantiles.4,,statistical,glue_rte,embeddings
max.nanrange,,statistical,glue_rte,embeddings
max.nansd,,statistical,glue_rte,embeddings
max.nanskewness,,statistical,glue_rte,embeddings
max.nansum,,statistical,glue_rte,embeddings
max.nanvar,,statistical,glue_rte,embeddings
max.pnorm,,statistical,glue_rte,embeddings
max.powersum,,statistical,glue_rte,embeddings
max.quantiles.0,,statistical,glue_rte,embeddings
max.quantiles.1,,statistical,glue_rte,embeddings
max.quantiles.2,,statistical,glue_rte,embeddings
max.quantiles.3,,statistical,glue_rte,embeddings
max.quantiles.4,,statistical,glue_rte,embeddings
max.range,,statistical,glue_rte,embeddings
max.sd,,statistical,glue_rte,embeddings
max.skewness,,statistical,glue_rte,embeddings
max.sum,,statistical,glue_rte,embeddings
max.var,,statistical,glue_rte,embeddings
mean.count,0.0,statistical,glue_rte,embeddings
mean.histogram.0,,statistical,glue_rte,embeddings
mean.histogram.1,,statistical,glue_rte,embeddings
mean.histogram.2,,statistical,glue_rte,embeddings
mean.histogram.3,,statistical,glue_rte,embeddings
mean.histogram.4,,statistical,glue_rte,embeddings
mean.histogram.5,,statistical,glue_rte,embeddings
mean.histogram.6,,statistical,glue_rte,embeddings
mean.histogram.7,,statistical,glue_rte,embeddings
mean.histogram.8,,statistical,glue_rte,embeddings
mean.histogram.9,,statistical,glue_rte,embeddings
mean.iq_range,,statistical,glue_rte,embeddings
mean.kurtosis,,statistical,glue_rte,embeddings
mean.max,,statistical,glue_rte,embeddings
mean.mean,,statistical,glue_rte,embeddings
mean.median,,statistical,glue_rte,embeddings
mean.min,,statistical,glue_rte,embeddings
mean.nancount,0.0,statistical,glue_rte,embeddings
mean.nanhistogram.0,,statistical,glue_rte,embeddings
mean.nanhistogram.1,,statistical,glue_rte,embeddings
mean.nanhistogram.2,,statistical,glue_rte,embeddings
mean.nanhistogram.3,,statistical,glue_rte,embeddings
mean.nanhistogram.4,,statistical,glue_rte,embeddings
mean.nanhistogram.5,,statistical,glue_rte,embeddings
mean.nanhistogram.6,,statistical,glue_rte,embeddings
mean.nanhistogram.7,,statistical,glue_rte,embeddings
mean.nanhistogram.8,,statistical,glue_rte,embeddings
mean.nanhistogram.9,,statistical,glue_rte,embeddings
mean.naniq_range,,statistical,glue_rte,embeddings
mean.nankurtosis,,statistical,glue_rte,embeddings
mean.nanmax,,statistical,glue_rte,embeddings
mean.nanmean,,statistical,glue_rte,embeddings
mean.nanmedian,,statistical,glue_rte,embeddings
mean.nanmin,,statistical,glue_rte,embeddings
mean.nanpnorm,,statistical,glue_rte,embeddings
mean.nanpowersum,,statistical,glue_rte,embeddings
mean.nanquantiles.0,,statistical,glue_rte,embeddings
mean.nanquantiles.1,,statistical,glue_rte,embeddings
mean.nanquantiles.2,,statistical,glue_rte,embeddings
mean.nanquantiles.3,,statistical,glue_rte,embeddings
mean.nanquantiles.4,,statistical,glue_rte,embeddings
mean.nanrange,,statistical,glue_rte,embeddings
mean.nansd,,statistical,glue_rte,embeddings
mean.nanskewness,,statistical,glue_rte,embeddings
mean.nansum,,statistical,glue_rte,embeddings
mean.nanvar,,statistical,glue_rte,embeddings
mean.pnorm,,statistical,glue_rte,embeddings
mean.powersum,,statistical,glue_rte,embeddings
mean.quantiles.0,,statistical,glue_rte,embeddings
mean.quantiles.1,,statistical,glue_rte,embeddings
mean.quantiles.2,,statistical,glue_rte,embeddings
mean.quantiles.3,,statistical,glue_rte,embeddings
mean.quantiles.4,,statistical,glue_rte,embeddings
mean.range,,statistical,glue_rte,embeddings
mean.sd,,statistical,glue_rte,embeddings
mean.skewness,,statistical,glue_rte,embeddings
mean.sum,,statistical,glue_rte,embeddings
mean.var,,statistical,glue_rte,embeddings
median.count,0.0,statistical,glue_rte,embeddings
median.histogram.0,,statistical,glue_rte,embeddings
median.histogram.1,,statistical,glue_rte,embeddings
median.histogram.2,,statistical,glue_rte,embeddings
median.histogram.3,,statistical,glue_rte,embeddings
median.histogram.4,,statistical,glue_rte,embeddings
median.histogram.5,,statistical,glue_rte,embeddings
median.histogram.6,,statistical,glue_rte,embeddings
median.histogram.7,,statistical,glue_rte,embeddings
median.histogram.8,,statistical,glue_rte,embeddings
median.histogram.9,,statistical,glue_rte,embeddings
median.iq_range,,statistical,glue_rte,embeddings
median.kurtosis,,statistical,glue_rte,embeddings
median.max,,statistical,glue_rte,embeddings
median.mean,,statistical,glue_rte,embeddings
median.median,,statistical,glue_rte,embeddings
median.min,,statistical,glue_rte,embeddings
median.nancount,0.0,statistical,glue_rte,embeddings
median.nanhistogram.0,,statistical,glue_rte,embeddings
median.nanhistogram.1,,statistical,glue_rte,embeddings
median.nanhistogram.2,,statistical,glue_rte,embeddings
median.nanhistogram.3,,statistical,glue_rte,embeddings
median.nanhistogram.4,,statistical,glue_rte,embeddings
median.nanhistogram.5,,statistical,glue_rte,embeddings
median.nanhistogram.6,,statistical,glue_rte,embeddings
median.nanhistogram.7,,statistical,glue_rte,embeddings
median.nanhistogram.8,,statistical,glue_rte,embeddings
median.nanhistogram.9,,statistical,glue_rte,embeddings
median.naniq_range,,statistical,glue_rte,embeddings
median.nankurtosis,,statistical,glue_rte,embeddings
median.nanmax,,statistical,glue_rte,embeddings
median.nanmean,,statistical,glue_rte,embeddings
median.nanmedian,,statistical,glue_rte,embeddings
median.nanmin,,statistical,glue_rte,embeddings
median.nanpnorm,,statistical,glue_rte,embeddings
median.nanpowersum,,statistical,glue_rte,embeddings
median.nanquantiles.0,,statistical,glue_rte,embeddings
median.nanquantiles.1,,statistical,glue_rte,embeddings
median.nanquantiles.2,,statistical,glue_rte,embeddings
median.nanquantiles.3,,statistical,glue_rte,embeddings
median.nanquantiles.4,,statistical,glue_rte,embeddings
median.nanrange,,statistical,glue_rte,embeddings
median.nansd,,statistical,glue_rte,embeddings
median.nanskewness,,statistical,glue_rte,embeddings
median.nansum,,statistical,glue_rte,embeddings
median.nanvar,,statistical,glue_rte,embeddings
median.pnorm,,statistical,glue_rte,embeddings
median.powersum,,statistical,glue_rte,embeddings
median.quantiles.0,,statistical,glue_rte,embeddings
median.quantiles.1,,statistical,glue_rte,embeddings
median.quantiles.2,,statistical,glue_rte,embeddings
median.quantiles.3,,statistical,glue_rte,embeddings
median.quantiles.4,,statistical,glue_rte,embeddings
median.range,,statistical,glue_rte,embeddings
median.sd,,statistical,glue_rte,embeddings
median.skewness,,statistical,glue_rte,embeddings
median.sum,,statistical,glue_rte,embeddings
median.var,,statistical,glue_rte,embeddings
min.count,0.0,statistical,glue_rte,embeddings
min.histogram.0,,statistical,glue_rte,embeddings
min.histogram.1,,statistical,glue_rte,embeddings
min.histogram.2,,statistical,glue_rte,embeddings
min.histogram.3,,statistical,glue_rte,embeddings
min.histogram.4,,statistical,glue_rte,embeddings
min.histogram.5,,statistical,glue_rte,embeddings
min.histogram.6,,statistical,glue_rte,embeddings
min.histogram.7,,statistical,glue_rte,embeddings
min.histogram.8,,statistical,glue_rte,embeddings
min.histogram.9,,statistical,glue_rte,embeddings
min.iq_range,,statistical,glue_rte,embeddings
min.kurtosis,,statistical,glue_rte,embeddings
min.max,,statistical,glue_rte,embeddings
min.mean,,statistical,glue_rte,embeddings
min.median,,statistical,glue_rte,embeddings
min.min,,statistical,glue_rte,embeddings
min.nancount,0.0,statistical,glue_rte,embeddings
min.nanhistogram.0,,statistical,glue_rte,embeddings
min.nanhistogram.1,,statistical,glue_rte,embeddings
min.nanhistogram.2,,statistical,glue_rte,embeddings
min.nanhistogram.3,,statistical,glue_rte,embeddings
min.nanhistogram.4,,statistical,glue_rte,embeddings
min.nanhistogram.5,,statistical,glue_rte,embeddings
min.nanhistogram.6,,statistical,glue_rte,embeddings
min.nanhistogram.7,,statistical,glue_rte,embeddings
min.nanhistogram.8,,statistical,glue_rte,embeddings
min.nanhistogram.9,,statistical,glue_rte,embeddings
min.naniq_range,,statistical,glue_rte,embeddings
min.nankurtosis,,statistical,glue_rte,embeddings
min.nanmax,,statistical,glue_rte,embeddings
min.nanmean,,statistical,glue_rte,embeddings
min.nanmedian,,statistical,glue_rte,embeddings
min.nanmin,,statistical,glue_rte,embeddings
min.nanpnorm,,statistical,glue_rte,embeddings
min.nanpowersum,,statistical,glue_rte,embeddings
min.nanquantiles.0,,statistical,glue_rte,embeddings
min.nanquantiles.1,,statistical,glue_rte,embeddings
min.nanquantiles.2,,statistical,glue_rte,embeddings
min.nanquantiles.3,,statistical,glue_rte,embeddings
min.nanquantiles.4,,statistical,glue_rte,embeddings
min.nanrange,,statistical,glue_rte,embeddings
min.nansd,,statistical,glue_rte,embeddings
min.nanskewness,,statistical,glue_rte,embeddings
min.nansum,,statistical,glue_rte,embeddings
min.nanvar,,statistical,glue_rte,embeddings
min.pnorm,,statistical,glue_rte,embeddings
min.powersum,,statistical,glue_rte,embeddings
min.quantiles.0,,statistical,glue_rte,embeddings
min.quantiles.1,,statistical,glue_rte,embeddings
min.quantiles.2,,statistical,glue_rte,embeddings
min.quantiles.3,,statistical,glue_rte,embeddings
min.quantiles.4,,statistical,glue_rte,embeddings
min.range,,statistical,glue_rte,embeddings
min.sd,,statistical,glue_rte,embeddings
min.skewness,,statistical,glue_rte,embeddings
min.sum,,statistical,glue_rte,embeddings
min.var,,statistical,glue_rte,embeddings
nr_cor_attr,0.0,statistical,glue_rte,embeddings
nr_disc,,statistical,glue_rte,embeddings
nr_norm,768.0,statistical,glue_rte,embeddings
nr_outliers,0.0,statistical,glue_rte,embeddings
p_trace,,statistical,glue_rte,embeddings
range.count,0.0,statistical,glue_rte,embeddings
range.histogram.0,,statistical,glue_rte,embeddings
range.histogram.1,,statistical,glue_rte,embeddings
range.histogram.2,,statistical,glue_rte,embeddings
range.histogram.3,,statistical,glue_rte,embeddings
range.histogram.4,,statistical,glue_rte,embeddings
range.histogram.5,,statistical,glue_rte,embeddings
range.histogram.6,,statistical,glue_rte,embeddings
range.histogram.7,,statistical,glue_rte,embeddings
range.histogram.8,,statistical,glue_rte,embeddings
range.histogram.9,,statistical,glue_rte,embeddings
range.iq_range,,statistical,glue_rte,embeddings
range.kurtosis,,statistical,glue_rte,embeddings
range.max,,statistical,glue_rte,embeddings
range.mean,,statistical,glue_rte,embeddings
range.median,,statistical,glue_rte,embeddings
range.min,,statistical,glue_rte,embeddings
range.nancount,0.0,statistical,glue_rte,embeddings
range.nanhistogram.0,,statistical,glue_rte,embeddings
range.nanhistogram.1,,statistical,glue_rte,embeddings
range.nanhistogram.2,,statistical,glue_rte,embeddings
range.nanhistogram.3,,statistical,glue_rte,embeddings
range.nanhistogram.4,,statistical,glue_rte,embeddings
range.nanhistogram.5,,statistical,glue_rte,embeddings
range.nanhistogram.6,,statistical,glue_rte,embeddings
range.nanhistogram.7,,statistical,glue_rte,embeddings
range.nanhistogram.8,,statistical,glue_rte,embeddings
range.nanhistogram.9,,statistical,glue_rte,embeddings
range.naniq_range,,statistical,glue_rte,embeddings
range.nankurtosis,,statistical,glue_rte,embeddings
range.nanmax,,statistical,glue_rte,embeddings
range.nanmean,,statistical,glue_rte,embeddings
range.nanmedian,,statistical,glue_rte,embeddings
range.nanmin,,statistical,glue_rte,embeddings
range.nanpnorm,,statistical,glue_rte,embeddings
range.nanpowersum,,statistical,glue_rte,embeddings
range.nanquantiles.0,,statistical,glue_rte,embeddings
range.nanquantiles.1,,statistical,glue_rte,embeddings
